STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,17.3623104095459,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,21.705812454223636,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,5.82177734375,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,4.923280239105225,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.2524282932281494,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.2535331845283508,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.0578502304852008,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.0583840236067771,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,1.137583613395691,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.8458969593048096,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.3747826516628265,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.3887944519519806,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,13.599374771118164,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,15.636653900146484,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,1.0651516914367676,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,1.0411378145217896,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.044967595487833,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.0442820712924003,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.099806398153305,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.0942281857132911,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,4.62965726852417,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,4.395151138305664,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,7.756137847900391,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,7.533193111419678,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,1.5522594451904297,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,1.6103914976119995,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.3899200558662414,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.407112181186676,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,1.254591703414917,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,1.142589449882507,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,1.3599956035614014,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,1.6201212406158447,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,3.8607053756713863,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,4.020066261291504,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,2.354698657989502,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,2.1527695655822754,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,5.47199821472168,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,5.906151294708252,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,9.664628028869627,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,8.304017066955566,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.4063473641872406,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.3998903632164001,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,1.954949975013733,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,2.027148723602295,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.0325847826898098,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.0323112346231937,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,5.7189130783081055,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,4.691237449645996,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,0.3924525082111358,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,0.3923291563987732,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,2.261268138885498,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,2.3339874744415283,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,2.356223821640014,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,2.080181837081909,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,1.9575753211975095,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,2.366829872131348,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,1.0132802724838257,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2018,1.090587496757507,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,WB_SSGD_CO2_EMISSIONS,CO2 emissions,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total,_T,Total,_Z,Not Applicable,2020,2.7257308959960938,_Z,Not Applicable,WB_SSGD,Social sustainability global database,0,Units,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
